date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:05	537/537	---MCZ	200	added ('OK')	text/plain	etag:%22cacheable:c6f6d38ac7aa48dd58bea10139e2513a%22	https://sunsecrets.no/robots.txt		(from )
14:30:06	196544/196544	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:aaf84481d822fd79c5ca5c8162a267d9%22	https://sunsecrets.no/	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/index.html	(from )
14:30:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:06%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.2b61d9dcf54d8ac8282cfd1ebb6964c79a7efcd1.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=ce91e5e5b723ac38de3174a205af3851329385dcf1fb642649fe841c29653130	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.2b61d9dcf54d8ac8282cfd1ebb6964c79a7efcd1.01a94.delayed	(from https://sunsecrets.no/)
14:30:08	18918/18918	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202023%2017:30:07%20GMT	https://fonts.shopify.com/	/Users/eirik/Desktop/Sunsecrets-no/fonts.shopify.com/index.html	(from https://sunsecrets.no/)
14:30:10	70489/70489	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2015:54:28%20GMT	https://cdn.shopify.com/	/Users/eirik/Desktop/Sunsecrets-no/cdn.shopify.com/index.html	(from https://sunsecrets.no/)
14:30:10	20292/20292	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:19%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.2b61d9dcf54d8ac8282cfd1ebb6964c79a7efcd1.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=ce91e5e5b723ac38de3174a205af3851329385dcf1fb642649fe841c29653130	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.2b61d9dcf54d8ac8282cfd1ebb6964c79a7efcd11a94.woff2	(from https://sunsecrets.no/)
14:30:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:09%20GMT	http://sunsecrets.no/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d13.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=b9bf8826b7603a8746f45d3e764cc134f8ca42e9b1bd432e609b768c6324451d	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d13.255be.delayed	(from https://sunsecrets.no/)
14:30:11	21696/21696	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:19%20GMT	https://sunsecrets.no/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d13.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=b9bf8826b7603a8746f45d3e764cc134f8ca42e9b1bd432e609b768c6324451d	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d1355be.woff2	(from https://sunsecrets.no/)
14:30:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:11%20GMT	http://sunsecrets.no/cdn/fonts/americana/americana_n7.dd29a55af4a70b7c14bb52dbc2c66d28ecc4549c.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=eced6d3d66d090f2bc587bb0079a9b50236547688c249dd47e1dab1a3c968def	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n7.dd29a55af4a70b7c14bb52dbc2c66d28ecc4549c53e7.woff2	(from https://sunsecrets.no/)
14:30:12	20932/20932	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:19%20GMT	https://sunsecrets.no/cdn/fonts/americana/americana_n7.dd29a55af4a70b7c14bb52dbc2c66d28ecc4549c.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=eced6d3d66d090f2bc587bb0079a9b50236547688c249dd47e1dab1a3c968def	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n7.dd29a55af4a70b7c14bb52dbc2c66d28ecc4549c53e7.woff2	(from https://sunsecrets.no/)
14:30:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:13%20GMT	http://sunsecrets.no/cdn/shop/t/3/assets/vendor.min.js?v=11589511144441591071687806242	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/t/3/assets/vendor.min082c.js	(from https://sunsecrets.no/)
14:30:13	19/19	---M--	404	error ('Not%20Found')	text/plain	date:Tue,%2003%20Oct%202023%2017:30:07%20GMT	https://monorail-edge.shopifysvc.com/	/Users/eirik/Desktop/Sunsecrets-no/monorail-edge.shopifysvc.com/index.html	(from https://sunsecrets.no/)
14:30:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:15%20GMT	http://sunsecrets.no/cdn/shop/t/3/assets/theme.js?v=85417484044267405871687806242	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/t/3/assets/themec020.js	(from https://sunsecrets.no/)
14:30:16	207683/207683	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2003%20Oct%202023%2003:39:40%20GMT	https://sunsecrets.no/cdn/shop/t/3/assets/vendor.min.js?v=11589511144441591071687806242	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/t/3/assets/vendor.min082c.js	(from https://sunsecrets.no/)
14:30:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:17%20GMT	http://sunsecrets.no/cdn/shop/files/s_2.png?crop=center&height=48&v=1689760353&width=48	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/files/s_2347c.png	(from https://sunsecrets.no/)
14:30:18	304790/304790	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2029%20Sep%202023%2007:59:17%20GMT	https://sunsecrets.no/cdn/shop/t/3/assets/theme.js?v=85417484044267405871687806242	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/t/3/assets/themec020.js	(from https://sunsecrets.no/)
14:30:18	1937/1937	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2017:30:18%20GMT	https://sunsecrets.no/cdn/shop/files/s_2.png?crop=center&height=48&v=1689760353&width=48	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/files/s_2347c.png	(from https://sunsecrets.no/)
14:30:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:19%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.420cbf408f643f8ff8fd948b99c10dade8b6af79.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=8d43aff7e18ce88ca4560ae09a1d91f4130e043d72b90691f99e4f1810fe7b67	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.420cbf408f643f8ff8fd948b99c10dade8b6af79cc70.woff	(from https://sunsecrets.no/)
14:30:20	20232/20232	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:22%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.420cbf408f643f8ff8fd948b99c10dade8b6af79.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=8d43aff7e18ce88ca4560ae09a1d91f4130e043d72b90691f99e4f1810fe7b67	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n4.420cbf408f643f8ff8fd948b99c10dade8b6af79cc70.woff	(from https://sunsecrets.no/)
14:30:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:21%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.5bd4fb9346d13afb61b3d78f8a1e9f31b128b3d9.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=7711283e0563750731c34a499bd605211d58e6084cb75b2ce34a6c03eb7e9b6c	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.5bd4fb9346d13afb61b3d78f8a1e9f31b128b3d9bd80.woff2	(from https://sunsecrets.no/)
14:30:22	20512/20512	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:19%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.5bd4fb9346d13afb61b3d78f8a1e9f31b128b3d9.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=7711283e0563750731c34a499bd605211d58e6084cb75b2ce34a6c03eb7e9b6c	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.5bd4fb9346d13afb61b3d78f8a1e9f31b128b3d9bd80.woff2	(from https://sunsecrets.no/)
14:30:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:23%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.2bcf0f11aa6af91c784a857ef004bcca8c2d324d.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=97f5a824fa0e4988ceaa4aa4cdb2f4e31f19c90768cbcbd69fb60040d15e6e57	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.2bcf0f11aa6af91c784a857ef004bcca8c2d324da024.woff	(from https://sunsecrets.no/)
14:30:24	20524/20524	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:22%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.2bcf0f11aa6af91c784a857ef004bcca8c2d324d.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=97f5a824fa0e4988ceaa4aa4cdb2f4e31f19c90768cbcbd69fb60040d15e6e57	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n7.2bcf0f11aa6af91c784a857ef004bcca8c2d324da024.woff	(from https://sunsecrets.no/)
14:30:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:25%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.e88a2041a6cfbeacffb96db0e8efdfaaa38ddc5c.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=350eb61ee0e81ac19eaa0d687991c1f6dc28eeac791dd198a14136e440fa8b5c	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.e88a2041a6cfbeacffb96db0e8efdfaaa38ddc5c8d43.woff2	(from https://sunsecrets.no/)
14:30:26	21068/21068	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:19%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.e88a2041a6cfbeacffb96db0e8efdfaaa38ddc5c.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=350eb61ee0e81ac19eaa0d687991c1f6dc28eeac791dd198a14136e440fa8b5c	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.e88a2041a6cfbeacffb96db0e8efdfaaa38ddc5c8d43.woff2	(from https://sunsecrets.no/)
14:30:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:27%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.2c3733ccdf579e6e89e929a950e6a93484fdf6b4.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=4f087a907ef5edcb842263fd33ac81a97dba52ff52187e1e69e430e1c070ddd3	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.2c3733ccdf579e6e89e929a950e6a93484fdf6b4a68f.woff	(from https://sunsecrets.no/)
14:30:28	21052/21052	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:53%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.2c3733ccdf579e6e89e929a950e6a93484fdf6b4.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=4f087a907ef5edcb842263fd33ac81a97dba52ff52187e1e69e430e1c070ddd3	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i4.2c3733ccdf579e6e89e929a950e6a93484fdf6b4a68f.woff	(from https://sunsecrets.no/)
14:30:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:29%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.975ea93f521412ef99ca1e2e434d8ca6a5cf77e7.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=8d9c726a251d635e5db3b52dce76649dce5276200d9f5a16fb1d5ea52953365d	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.975ea93f521412ef99ca1e2e434d8ca6a5cf77e7662c.woff2	(from https://sunsecrets.no/)
14:30:30	21388/21388	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:20%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.975ea93f521412ef99ca1e2e434d8ca6a5cf77e7.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=8d9c726a251d635e5db3b52dce76649dce5276200d9f5a16fb1d5ea52953365d	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.975ea93f521412ef99ca1e2e434d8ca6a5cf77e7662c.woff2	(from https://sunsecrets.no/)
14:30:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:31%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.83b70272d04b71e88f25fc6834dc9b88e4ba4e95.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=a732d2b3f06dfe1fddd7cad1d27460665b69c678fae47f5f7f5dca3e3a7a9107	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.83b70272d04b71e88f25fc6834dc9b88e4ba4e9581c9.woff	(from https://sunsecrets.no/)
14:30:32	21356/21356	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:28:18%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.83b70272d04b71e88f25fc6834dc9b88e4ba4e95.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=a732d2b3f06dfe1fddd7cad1d27460665b69c678fae47f5f7f5dca3e3a7a9107	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_i7.83b70272d04b71e88f25fc6834dc9b88e4ba4e9581c9.woff	(from https://sunsecrets.no/)
14:30:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:33%20GMT	http://sunsecrets.no/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=6b842fe1ddfdfcc9f5e29b7d5ad78d71e13d48c57b29b1cf5bab8d856ca4abb3	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de26c3.woff	(from https://sunsecrets.no/)
14:30:34	21728/21728	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:22%20GMT	https://sunsecrets.no/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=6b842fe1ddfdfcc9f5e29b7d5ad78d71e13d48c57b29b1cf5bab8d856ca4abb3	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de26c3.woff	(from https://sunsecrets.no/)
14:30:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:35%20GMT	http://sunsecrets.no/cdn/fonts/americana/americana_n7.b90dc501205730290fb3e7fa49a0ff0d5a469861.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=dd5f90527c5efa9b40a4831a1e656163a633b822458a2b6189709286c37a1635	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n7.b90dc501205730290fb3e7fa49a0ff0d5a4698614167.woff	(from https://sunsecrets.no/)
14:30:36	20960/20960	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:44:59%20GMT	https://sunsecrets.no/cdn/fonts/americana/americana_n7.b90dc501205730290fb3e7fa49a0ff0d5a469861.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=dd5f90527c5efa9b40a4831a1e656163a633b822458a2b6189709286c37a1635	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/americana/americana_n7.b90dc501205730290fb3e7fa49a0ff0d5a4698614167.woff	(from https://sunsecrets.no/)
14:30:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:37%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.5961c6bc803e324f4956df0cb642a575b67f2a14.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=0ef70b466d66c57cc9148aee666faa4675852c7004dfdadcc28d96e699b66698	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.5961c6bc803e324f4956df0cb642a575b67f2a145448.woff2	(from https://sunsecrets.no/)
14:30:38	20260/20260	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:19%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.5961c6bc803e324f4956df0cb642a575b67f2a14.woff2?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=0ef70b466d66c57cc9148aee666faa4675852c7004dfdadcc28d96e699b66698	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.5961c6bc803e324f4956df0cb642a575b67f2a145448.woff2	(from https://sunsecrets.no/)
14:30:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:39%20GMT	http://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.6a6bf2fbfa5764dad0d322a8d70b468db69d79ec.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=e11f82a0aafc824e01d41b9e3fbc5e17462b13ac04179ab709d83e5db943bd69	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.6a6bf2fbfa5764dad0d322a8d70b468db69d79ec4fd1.woff	(from https://sunsecrets.no/)
14:30:40	20136/20136	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Sep%202023%2019:26:41%20GMT	https://sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.6a6bf2fbfa5764dad0d322a8d70b468db69d79ec.woff?h1=MzRlZjI1LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=c3Vuc2VjcmV0cy5ubw&hmac=e11f82a0aafc824e01d41b9e3fbc5e17462b13ac04179ab709d83e5db943bd69	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/fonts/nunito_sans/nunitosans_n6.6a6bf2fbfa5764dad0d322a8d70b468db69d79ec4fd1.woff	(from https://sunsecrets.no/)
14:30:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:42%20GMT	http://sunsecrets.no/cdn/shop/t/3/assets/styles.css?v=167334582903018082781687942645	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/t/3/assets/styles60b7.css	(from https://sunsecrets.no/)
14:30:44	227496/227496	---MCZ	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2007:59:17%20GMT	https://sunsecrets.no/cdn/shop/t/3/assets/styles.css?v=167334582903018082781687942645	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shop/t/3/assets/styles60b7.css	(from https://sunsecrets.no/)
14:30:44	1922/1922	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Oct%202023%2014:40:37%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	/Users/eirik/Desktop/Sunsecrets-no/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://sunsecrets.no/)
14:30:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:46%20GMT	http://sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://sunsecrets.no/)
14:30:46	12133/12133	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2020%20Sep%202023%2022:28:10%20GMT	https://sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://sunsecrets.no/)
14:30:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:48%20GMT	http://sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://sunsecrets.no/)
14:30:48	37678/37678	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2020%20Sep%202023%2022:28:10%20GMT	https://sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://sunsecrets.no/)
14:30:50	19/19	---M--	404	error ('Not%20Found')	text/plain	date:Tue,%2003%20Oct%202023%2017:30:50%20GMT	https://static.hotjar.com/c/hotjar-	/Users/eirik/Desktop/Sunsecrets-no/static.hotjar.com/c/hotjar-.29.delayed	(from https://sunsecrets.no/)
14:30:51	18/18	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2003%20Oct%202023%2017:30:51%20GMT	https://monorail-edge.shopifysvc.com/v1/produce	/Users/eirik/Desktop/Sunsecrets-no/monorail-edge.shopifysvc.com/v1/produce.2a.delayed	(from https://sunsecrets.no/)
14:30:52	58565/58565	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:39e52e780b246f3309f3cd3a229d544e%22	https://sunsecrets.no/POST	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/POST	(from https://sunsecrets.no/)
14:30:53	15599/15599	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22cacheable:39e52e780b246f3309f3cd3a229d544e%22	https://sunsecrets.no/cdn	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn	(from https://sunsecrets.no/)
14:30:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Oct%202023%2017:30:54%20GMT	http://sunsecrets.no/cdn/s/trekkie.storefront.7451aa7e642b8d00aa9f5612ce76f4e77ca26077.min.js	/Users/eirik/Desktop/Sunsecrets-no/sunsecrets.no/cdn/s/trekkie.storefront.7451aa7e642b8d00aa9f5612ce76f4e77ca26077.min.js	(from https://sunsecrets.no/)
